,anomaly_type,type,is_clustered,ready,pre_script_start,pre_script_end,submit,stage_in_start,stage_in_end,stage_in_effective_bytes_per_sec,execute_start,execute_end,stage_out_start,stage_out_end,stage_out_effective_bytes_per_sec,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_in_bytes,stage_out_delay,stage_out_bytes,kickstart_user,kickstart_site,kickstart_hostname,kickstart_transformations,kickstart_executables,kickstart_executables_argv,kickstart_executables_cpu_time,kickstart_status,kickstart_executables_exitcode,kickstart_online_iowait,kickstart_online_bytes_read,kickstart_online_bytes_written,kickstart_online_read_system_calls,kickstart_online_write_system_calls,kickstart_online_utime,kickstart_online_stime,kickstart_online_bytes_read_per_second,kickstart_online_bytes_written_per_second
create_dir_casa-wind-full_0_condorpool,None,auxiliary,0,1694743993.0,,,1694743994.0,,,0.0,1694743998.0,1694744004.0,,,0.0,1694744004.0,1694744009.0,1.0,,4.0,6.0,5.0,,,,,poseidon,local,poseidon-submit,pegasus::dirmanager,/mnt/poseidon-data/poseidon/pegasus-5.1.0panorama/bin/pegasus-transfer,pegasus-kickstart  -n pegasus::dirmanager -N null -i - -R local  -L casa-wind-full -T 2023-09-08T07:29:05+00:00 pegasus-transfer,0.2,0,0,,,,,,,,,
unzip_ID0000006,hdd_5,compute,0,1694744009.0,,,1694744014.0,1694744044.0,1694744158.0,1941401.0,1694744042.0,1694744500.0,1694744448.0,1694744492.0,11284606.0,1694744500.0,1694744505.0,5.0,,28.0,458.0,5.0,114.0,222753803.0,44.0,501616588.0,poseidon,condorpool,poseidon-worker-2-container-32-35,unzip,/usr/bin/gunzip,,3.7,0,0,61.6,188161164.0,427558044.0,1110.0,13060.0,2.9,0.2,2352014.5,10688951.1
unzip_ID0000106,hdd_5,compute,0,1694744009.0,,,1694744014.0,1694744044.0,1694744155.0,2166638.0,1694744042.0,1694744445.0,1694744424.0,1694744436.0,42209828.0,1694744445.0,1694744450.0,5.0,,28.0,403.0,5.0,111.0,241199298.0,12.0,501821816.0,poseidon,condorpool,poseidon-worker-2-container-12-15,unzip,/usr/bin/gunzip,,3.9,0,0,47.9,132531417.0,263306872.0,837.0,8042.0,1.9,0.2,2650628.3,13165343.6
unzip_ID0000046,hdd_5,compute,0,1694744009.0,,,1694744014.0,1694744044.0,1694744157.0,2034853.0,1694744042.0,1694744440.0,1694744424.0,1694744433.0,61473638.0,1694744440.0,1694744445.0,5.0,,28.0,398.0,5.0,113.0,229692821.0,9.0,523855228.0,poseidon,condorpool,poseidon-worker-2-container-4-7,unzip,/usr/bin/gunzip,,3.8,0,0,24.4,37015879.0,73242868.0,411.0,2237.0,0.5,0.1,1233862.6,3662143.4
unzip_ID0000101,hdd_5,compute,0,1694744009.0,,,1694744014.0,1694744153.0,1694744160.0,35765598.0,1694744044.0,1694744440.0,1694744424.0,1694744434.0,61588208.0,1694744440.0,1694744445.0,5.0,,30.0,396.0,5.0,7.0,250988249.0,10.0,561551644.0,poseidon,condorpool,poseidon-worker-2-container-8-11,unzip,/usr/bin/gunzip,,4.0,0,0,30.0,17435830.0,44058700.0,350.0,1346.0,0.3,0.0,435895.8,4405870.0
unzip_ID0000026,None,compute,0,1694744009.0,,,1694744014.0,1694744120.0,1694744158.0,6019967.0,1694744044.0,1694744440.0,1694744424.0,1694744433.0,64886117.0,1694744440.0,1694744445.0,5.0,,30.0,396.0,5.0,38.0,227963832.0,9.0,523917888.0,poseidon,condorpool,poseidon-worker-2-container-20-23,unzip,/usr/bin/gunzip,,3.9,0,0,,,,,,,,,
unzip_ID0000031,None,compute,0,1694744009.0,,,1694744014.0,1694744120.0,1694744160.0,6022434.0,1694744044.0,1694744440.0,1694744424.0,1694744434.0,58824576.0,1694744440.0,1694744445.0,5.0,,30.0,396.0,5.0,40.0,237517035.0,10.0,539438752.0,poseidon,condorpool,poseidon-worker-2-container-24-27,unzip,/usr/bin/gunzip,,4.0,0,0,,,,,,,,,
unzip_ID0000076,None,compute,0,1694744009.0,,,1694744014.0,1694744107.0,1694744115.0,27302450.0,1694744080.0,1694744270.0,1694744254.0,1694744263.0,62206285.0,1694744270.0,1694744275.0,5.0,,66.0,190.0,5.0,8.0,233747923.0,9.0,523942844.0,poseidon,condorpool,poseidon-worker-1-container-4-7,unzip,/usr/bin/gunzip,,4.0,0,0,,,,,,,,,
unzip_ID0000011,None,compute,0,1694744009.0,,,1694744014.0,1694744154.0,1694744163.0,25620083.0,1694744120.0,1694744440.0,1694744424.0,1694744434.0,61968524.0,1694744440.0,1694744445.0,5.0,,106.0,320.0,5.0,9.0,235998389.0,10.0,565205920.0,poseidon,condorpool,poseidon-worker-2-container-28-31,unzip,/usr/bin/gunzip,,4.1,0,0,,,,,,,,,
unzip_ID0000056,hdd_5,compute,0,1694744009.0,,,1694744014.0,1694744043.0,1694744109.0,3475660.0,1694744041.0,1694744270.0,1694744254.0,1694744263.0,63061503.0,1694744270.0,1694744275.0,5.0,,27.0,229.0,5.0,66.0,232139969.0,9.0,528026776.0,poseidon,condorpool,poseidon-worker-1-container-8-11,unzip,/usr/bin/gunzip,,3.9,0,0,27.3,158320437.0,358647960.0,892.0,10954.0,2.4,0.2,5277347.9,11954932.0
